classifier_threshold,small_threshold,balanced_accuracy,avg_cost,large_llm_ratio
0.5,0.5,0.5,0.0,0.0
0.5,0.55,0.5,0.0,0.0
0.5,0.6,0.5,0.0,0.0
0.5,0.65,0.5,0.0,0.0
0.5,0.7,0.5,0.0,0.0
0.5,0.75,0.5,0.0,0.0
0.5,0.8,0.5,0.0,0.0
0.5,0.85,0.5,0.0,0.0
0.5,0.9,0.5,0.0,0.0
0.5,0.95,0.5,0.0,0.0
0.5,1.0,0.5,0.0,0.0
0.55,0.5,0.5036231884057971,0.17391304347826086,0.0
0.55,0.55,0.5036231884057971,0.17391304347826086,0.0
0.55,0.6,0.5036231884057971,0.2028985507246377,0.007246376811594203
0.55,0.65,0.5036231884057971,0.2028985507246377,0.007246376811594203
0.55,0.7,0.5036231884057971,0.21739130434782608,0.010869565217391304
0.55,0.75,0.5036231884057971,0.21739130434782608,0.010869565217391304
0.55,0.8,0.5036231884057971,0.21739130434782608,0.010869565217391304
0.55,0.85,0.5036231884057971,0.21739130434782608,0.010869565217391304
0.55,0.9,0.5036231884057971,0.21739130434782608,0.010869565217391304
0.55,0.95,0.5072463768115942,0.2318840579710145,0.014492753623188406
0.55,1.0,0.5253623188405797,0.8695652173913043,0.17391304347826086
0.6,0.5,0.5398550724637682,0.3442028985507246,0.0
0.6,0.55,0.5398550724637682,0.358695652173913,0.0036231884057971015
0.6,0.6,0.5398550724637682,0.38768115942028986,0.010869565217391304
0.6,0.65,0.5398550724637682,0.40217391304347827,0.014492753623188406
0.6,0.7,0.5434782608695652,0.4311594202898551,0.021739130434782608
0.6,0.75,0.5434782608695652,0.4311594202898551,0.021739130434782608
0.6,0.8,0.5434782608695652,0.4311594202898551,0.021739130434782608
0.6,0.85,0.5434782608695652,0.4311594202898551,0.021739130434782608
0.6,0.9,0.5398550724637682,0.4746376811594203,0.03260869565217391
0.6,0.95,0.5434782608695652,0.5036231884057971,0.03985507246376811
0.6,1.0,0.532608695652174,1.7210144927536233,0.3442028985507246
0.65,0.5,0.536231884057971,0.532608695652174,0.0
0.65,0.55,0.5326086956521738,0.5905797101449275,0.014492753623188406
0.65,0.6,0.5289855072463768,0.6485507246376812,0.028985507246376812
0.65,0.65,0.5289855072463768,0.677536231884058,0.036231884057971016
0.65,0.7,0.532608695652174,0.7355072463768116,0.050724637681159424
0.65,0.75,0.532608695652174,0.7644927536231884,0.057971014492753624
0.65,0.8,0.532608695652174,0.7644927536231884,0.057971014492753624
0.65,0.85,0.532608695652174,0.7644927536231884,0.057971014492753624
0.65,0.9,0.5253623188405797,0.8514492753623188,0.07971014492753623
0.65,0.95,0.5289855072463768,0.9239130434782609,0.09782608695652174
0.65,1.0,0.4963768115942029,2.6630434782608696,0.532608695652174
0.7,0.5,0.5398550724637681,0.7282608695652174,0.0
0.7,0.55,0.536231884057971,0.7862318840579711,0.014492753623188406
0.7,0.6,0.532608695652174,0.8442028985507246,0.028985507246376812
0.7,0.65,0.532608695652174,0.8731884057971014,0.036231884057971016
0.7,0.7,0.5326086956521738,0.9456521739130435,0.05434782608695652
0.7,0.75,0.5289855072463768,0.9891304347826086,0.06521739130434782
0.7,0.8,0.5289855072463768,1.0036231884057971,0.06884057971014493
0.7,0.85,0.5217391304347826,1.0615942028985508,0.08333333333333333
0.7,0.9,0.5144927536231884,1.1630434782608696,0.10869565217391304
0.7,0.95,0.5181159420289855,1.25,0.13043478260869565
0.7,1.0,0.4855072463768116,3.641304347826087,0.7282608695652174
0.75,0.5,0.5398550724637682,0.8623188405797102,0.0
0.75,0.55,0.5362318840579711,0.9202898550724637,0.014492753623188406
0.75,0.6,0.5289855072463768,1.0072463768115942,0.036231884057971016
0.75,0.65,0.532608695652174,1.0507246376811594,0.04710144927536232
0.75,0.7,0.532608695652174,1.1376811594202898,0.06884057971014493
0.75,0.75,0.5253623188405797,1.210144927536232,0.08695652173913043
0.75,0.8,0.5253623188405797,1.2246376811594204,0.09057971014492754
0.75,0.85,0.5181159420289856,1.2826086956521738,0.10507246376811594
0.75,0.9,0.5108695652173912,1.4130434782608696,0.13768115942028986
0.75,0.95,0.5144927536231884,1.5144927536231885,0.16304347826086957
0.75,1.0,0.4782608695652174,4.311594202898551,0.8623188405797102
0.8,0.5,0.5289855072463768,0.9528985507246377,0.0
0.8,0.55,0.5217391304347826,1.0253623188405796,0.018115942028985508
0.8,0.6,0.5144927536231885,1.1123188405797102,0.03985507246376811
0.8,0.65,0.5181159420289856,1.1557971014492754,0.050724637681159424
0.8,0.7,0.5181159420289856,1.2717391304347827,0.07971014492753623
0.8,0.75,0.5108695652173914,1.3442028985507246,0.09782608695652174
0.8,0.8,0.5108695652173914,1.358695652173913,0.10144927536231885
0.8,0.85,0.5036231884057971,1.4166666666666667,0.11594202898550725
0.8,0.9,0.4963768115942029,1.5615942028985508,0.15217391304347827
0.8,0.95,0.5036231884057971,1.6775362318840579,0.18115942028985507
0.8,1.0,0.463768115942029,4.7644927536231885,0.9528985507246377
0.85,0.5,0.5253623188405797,0.9963768115942029,0.0
0.85,0.55,0.5181159420289856,1.068840579710145,0.018115942028985508
0.85,0.6,0.5108695652173914,1.1557971014492754,0.03985507246376811
0.85,0.65,0.5144927536231885,1.1992753623188406,0.050724637681159424
0.85,0.7,0.5144927536231885,1.315217391304348,0.07971014492753623
0.85,0.75,0.5072463768115942,1.3876811594202898,0.09782608695652174
0.85,0.8,0.5072463768115942,1.4021739130434783,0.10144927536231885
0.85,0.85,0.5,1.460144927536232,0.11594202898550725
0.85,0.9,0.4963768115942029,1.6340579710144927,0.15942028985507245
0.85,0.95,0.5036231884057971,1.75,0.18840579710144928
0.85,1.0,0.46376811594202894,4.981884057971015,0.9963768115942029
0.9,0.5,0.5253623188405797,1.0,0.0
0.9,0.55,0.5181159420289856,1.0724637681159421,0.018115942028985508
0.9,0.6,0.5108695652173914,1.1594202898550725,0.03985507246376811
0.9,0.65,0.5144927536231885,1.2028985507246377,0.050724637681159424
0.9,0.7,0.5144927536231885,1.318840579710145,0.07971014492753623
0.9,0.75,0.5072463768115942,1.391304347826087,0.09782608695652174
0.9,0.8,0.5072463768115942,1.4057971014492754,0.10144927536231885
0.9,0.85,0.5,1.463768115942029,0.11594202898550725
0.9,0.9,0.4963768115942029,1.6376811594202898,0.15942028985507245
0.9,0.95,0.5036231884057971,1.7536231884057971,0.18840579710144928
0.9,1.0,0.46376811594202894,5.0,1.0
0.95,0.5,0.5253623188405797,1.0,0.0
0.95,0.55,0.5181159420289856,1.0724637681159421,0.018115942028985508
0.95,0.6,0.5108695652173914,1.1594202898550725,0.03985507246376811
0.95,0.65,0.5144927536231885,1.2028985507246377,0.050724637681159424
0.95,0.7,0.5144927536231885,1.318840579710145,0.07971014492753623
0.95,0.75,0.5072463768115942,1.391304347826087,0.09782608695652174
0.95,0.8,0.5072463768115942,1.4057971014492754,0.10144927536231885
0.95,0.85,0.5,1.463768115942029,0.11594202898550725
0.95,0.9,0.4963768115942029,1.6376811594202898,0.15942028985507245
0.95,0.95,0.5036231884057971,1.7536231884057971,0.18840579710144928
0.95,1.0,0.46376811594202894,5.0,1.0
1.0,0.5,0.5253623188405797,1.0,0.0
1.0,0.55,0.5181159420289856,1.0724637681159421,0.018115942028985508
1.0,0.6,0.5108695652173914,1.1594202898550725,0.03985507246376811
1.0,0.65,0.5144927536231885,1.2028985507246377,0.050724637681159424
1.0,0.7,0.5144927536231885,1.318840579710145,0.07971014492753623
1.0,0.75,0.5072463768115942,1.391304347826087,0.09782608695652174
1.0,0.8,0.5072463768115942,1.4057971014492754,0.10144927536231885
1.0,0.85,0.5,1.463768115942029,0.11594202898550725
1.0,0.9,0.4963768115942029,1.6376811594202898,0.15942028985507245
1.0,0.95,0.5036231884057971,1.7536231884057971,0.18840579710144928
1.0,1.0,0.46376811594202894,5.0,1.0
